No	Time	DC/AC	Value	Unit	AUTO
152	18:01:36	DC	00,89	mA	pass
153	18:01:37	DC	00,89	mA	pass
154	18:01:37	DC	00,89	mA	pass
155	18:01:38	DC	05,51	mA	pass
156	18:01:38	DC	00,89	mA	pass
157	18:01:39	DC	00,89	mA	pass
158	18:01:40	DC	00,89	mA	pass
159	18:01:40	DC	00,90	mA	pass
160	18:01:41	DC	00,90	mA	pass
161	18:01:41	DC	01,22	mA	pass
162	18:01:42	DC	09,63	mA	pass
163	18:01:42	DC	27,22	mA	pass
164	18:01:43	DC	01,14	mA	pass
165	18:01:44	DC	26,45	mA	pass
166	18:01:44	DC	14,42	mA	pass
167	18:01:45	DC	00,88	mA	pass
168	18:01:45	DC	00,88	mA	pass
169	18:01:46	DC	03,97	mA	pass
170	18:01:47	DC	00,88	mA	pass
171	18:01:47	DC	00,88	mA	pass
172	18:01:48	DC	05,04	mA	pass
173	18:01:48	DC	00,88	mA	pass
174	18:01:49	DC	00,88	mA	pass
175	18:01:50	DC	00,88	mA	pass
176	18:01:50	DC	06,06	mA	pass
177	18:01:51	DC	00,88	mA	pass
178	18:01:51	DC	00,88	mA	pass
179	18:01:52	DC	00,88	mA	pass
180	18:01:52	DC	00,89	mA	pass
181	18:01:53	DC	00,88	mA	pass
182	18:01:54	DC	00,88	mA	pass
183	18:01:54	DC	13,47	mA	pass
184	18:01:55	DC	00,91	mA	pass
185	18:01:55	DC	00,90	mA	pass
186	18:01:56	DC	00,89	mA	pass
187	18:01:56	DC	00,89	mA	pass
188	18:01:57	DC	00,89	mA	pass
189	18:01:58	DC	00,89	mA	pass
190	18:01:58	DC	12,84	mA	pass
191	18:01:59	DC	00,89	mA	pass
192	18:01:59	DC	00,89	mA	pass
193	18:02:00	DC	00,89	mA	pass
194	18:02:01	DC	14,08	mA	pass
195	18:02:01	DC	00,88	mA	pass
196	18:02:02	DC	00,88	mA	pass
197	18:02:02	DC	00,88	mA	pass
198	18:02:03	DC	00,89	mA	pass
199	18:02:03	DC	00,88	mA	pass
200	18:02:04	DC	00,88	mA	pass
201	18:02:05	DC	00,89	mA	pass
202	18:02:05	DC	00,89	mA	pass
203	18:02:06	DC	01,22	mA	pass
204	18:02:06	DC	09,12	mA	pass
205	18:02:07	DC	31,32	mA	pass
206	18:02:08	DC	00,89	mA	pass
207	18:02:08	DC	00,89	mA	pass
208	18:02:09	DC	00,88	mA	pass
209	18:02:09	DC	00,88	mA	pass
210	18:02:10	DC	00,88	mA	pass
211	18:02:10	DC	05,37	mA	pass
212	18:02:11	DC	00,89	mA	pass
213	18:02:12	DC	00,89	mA	pass
214	18:02:12	DC	00,89	mA	pass
215	18:02:13	DC	10,62	mA	pass
216	18:02:13	DC	00,89	mA	pass
217	18:02:14	DC	00,88	mA	pass
218	18:02:15	DC	00,88	mA	pass
219	18:02:15	DC	00,89	mA	pass
220	18:02:16	DC	00,89	mA	pass
221	18:02:16	DC	00,89	mA	pass
222	18:02:17	DC	03,38	mA	pass
223	18:02:17	DC	00,90	mA	pass
224	18:02:18	DC	00,90	mA	pass
225	18:02:19	DC	00,89	mA	pass
226	18:02:19	DC	07,02	mA	pass
227	18:02:20	DC	29,31	mA	pass
228	18:02:20	DC	00,89	mA	pass
229	18:02:21	DC	00,88	mA	pass
230	18:02:22	DC	00,88	mA	pass
231	18:02:22	DC	01,84	mA	pass
232	18:02:23	DC	05,52	mA	pass
233	18:02:23	DC	00,89	mA	pass
234	18:02:24	DC	00,88	mA	pass
235	18:02:24	DC	00,88	mA	pass
236	18:02:25	DC	13,49	mA	pass
237	18:02:26	DC	00,88	mA	pass
238	18:02:26	DC	00,88	mA	pass
239	18:02:27	DC	18,46	mA	pass
240	18:02:27	DC	00,88	mA	pass
241	18:02:28	DC	00,88	mA	pass
242	18:02:29	DC	00,88	mA	pass
243	18:02:29	DC	18,23	mA	pass
244	18:02:30	DC	00,89	mA	pass
245	18:02:30	DC	00,89	mA	pass
246	18:02:31	DC	00,89	mA	pass
247	18:02:31	DC	34,82	mA	pass
248	18:02:32	DC	00,88	mA	pass
249	18:02:33	DC	00,88	mA	pass
250	18:02:33	DC	01,20	mA	pass
251	18:02:34	DC	00,88	mA	pass
252	18:02:34	DC	00,88	mA	pass
253	18:02:35	DC	01,68	mA	pass
254	18:02:36	DC	00,88	mA	pass
255	18:02:36	DC	00,88	mA	pass
256	18:02:37	DC	00,88	mA	pass
257	18:02:37	DC	00,89	mA	pass
258	18:02:38	DC	00,89	mA	pass
259	18:02:38	DC	00,89	mA	pass
260	18:02:39	DC	03,91	mA	pass
261	18:02:40	DC	00,89	mA	pass
262	18:02:40	DC	00,89	mA	pass
263	18:02:41	DC	00,89	mA	pass
264	18:02:41	DC	05,50	mA	pass
265	18:02:42	DC	00,89	mA	pass
266	18:02:43	DC	00,89	mA	pass
267	18:02:43	DC	00,89	mA	pass
268	18:02:44	DC	37,17	mA	pass
269	18:02:44	DC	00,90	mA	pass
270	18:02:45	DC	00,90	mA	pass
271	18:02:45	DC	13,65	mA	pass
272	18:02:46	DC	00,89	mA	pass
273	18:02:47	DC	00,89	mA	pass
274	18:02:47	DC	00,88	mA	pass
275	18:02:48	DC	00,89	mA	pass
276	18:02:48	DC	00,89	mA	pass
277	18:02:49	DC	00,89	mA	pass
278	18:02:50	DC	01,58	mA	pass
279	18:02:50	DC	00,89	mA	pass
280	18:02:51	DC	00,89	mA	pass
281	18:02:51	DC	01,22	mA	pass
282	18:02:52	DC	00,89	mA	pass
283	18:02:53	DC	00,88	mA	pass
284	18:02:53	DC	00,88	mA	pass
285	18:02:54	DC	00,88	mA	pass
286	18:02:54	DC	00,88	mA	pass
287	18:02:55	DC	00,88	mA	pass
288	18:02:55	DC	07,18	mA	pass
289	18:02:56	DC	37,78	mA	pass
290	18:02:57	DC	01,22	mA	pass
291	18:02:57	DC	00,89	mA	pass
292	18:02:58	DC	05,40	mA	pass
293	18:02:58	DC	00,90	mA	pass
294	18:02:59	DC	00,89	mA	pass
295	18:02:59	DC	00,89	mA	pass
296	18:03:00	DC	00,89	mA	pass
297	18:03:01	DC	00,89	mA	pass
298	18:03:01	DC	00,89	mA	pass
299	18:03:02	DC	05,91	mA	pass
300	18:03:02	DC	00,89	mA	pass
301	18:03:03	DC	00,89	mA	pass
302	18:03:04	DC	00,88	mA	pass
303	18:03:04	DC	00,89	mA	pass
304	18:03:05	DC	00,89	mA	pass
305	18:03:05	DC	00,89	mA	pass
306	18:03:06	DC	12,74	mA	pass
307	18:03:06	DC	00,89	mA	pass
308	18:03:07	DC	00,89	mA	pass
309	18:03:08	DC	00,88	mA	pass
310	18:03:08	DC	32,83	mA	pass
311	18:03:09	DC	01,02	mA	pass
312	18:03:09	DC	00,89	mA	pass
313	18:03:10	DC	03,53	mA	pass
314	18:03:11	DC	00,89	mA	pass
315	18:03:11	DC	00,89	mA	pass
316	18:03:12	DC	05,50	mA	pass
317	18:03:12	DC	00,89	mA	pass
318	18:03:13	DC	00,89	mA	pass
319	18:03:14	DC	00,88	mA	pass
320	18:03:14	DC	08,72	mA	pass
321	18:03:15	DC	00,89	mA	pass
322	18:03:15	DC	00,89	mA	pass
323	18:03:16	DC	00,89	mA	pass
324	18:03:16	DC	00,89	mA	pass
325	18:03:17	DC	00,89	mA	pass
326	18:03:18	DC	00,88	mA	pass
327	18:03:18	DC	08,13	mA	pass
328	18:03:19	DC	00,88	mA	pass
329	18:03:19	DC	00,88	mA	pass
330	18:03:20	DC	00,88	mA	pass
331	18:03:20	DC	00,90	mA	pass
332	18:03:21	DC	34,96	mA	pass
333	18:03:22	DC	00,89	mA	pass
334	18:03:22	DC	16,23	mA	pass
335	18:03:23	DC	00,89	mA	pass
336	18:03:23	DC	00,89	mA	pass
337	18:03:24	DC	00,89	mA	pass
338	18:03:25	DC	11,21	mA	pass
339	18:03:25	DC	00,88	mA	pass
340	18:03:26	DC	00,88	mA	pass
341	18:03:26	DC	00,88	mA	pass
342	18:03:27	DC	00,89	mA	pass
343	18:03:27	DC	00,89	mA	pass
344	18:03:28	DC	00,89	mA	pass
345	18:03:29	DC	00,89	mA	pass
346	18:03:29	DC	00,89	mA	pass
347	18:03:30	DC	00,88	mA	pass
348	18:03:30	DC	04,73	mA	pass
349	18:03:31	DC	00,88	mA	pass
350	18:03:31	DC	00,89	mA	pass
351	18:03:32	DC	01,23	mA	pass
352	18:03:33	DC	03,34	mA	pass
353	18:03:33	DC	29,98	mA	pass
354	18:03:34	DC	00,88	mA	pass
355	18:03:34	DC	05,60	mA	pass
356	18:03:35	DC	00,88	mA	pass
357	18:03:36	DC	00,88	mA	pass
358	18:03:36	DC	00,88	mA	pass
359	18:03:37	DC	11,39	mA	pass
360	18:03:37	DC	00,88	mA	pass
361	18:03:38	DC	00,88	mA	pass
362	18:03:38	DC	00,89	mA	pass
363	18:03:39	DC	00,89	mA	pass
364	18:03:40	DC	00,89	mA	pass
365	18:03:40	DC	00,89	mA	pass
366	18:03:41	DC	04,62	mA	pass
367	18:03:41	DC	00,89	mA	pass
368	18:03:42	DC	00,89	mA	pass
369	18:03:43	DC	00,89	mA	pass
370	18:03:43	DC	01,53	mA	pass
371	18:03:44	DC	00,90	mA	pass
372	18:03:44	DC	00,90	mA	pass
373	18:03:45	DC	13,60	mA	pass
374	18:03:46	DC	23,49	mA	pass
375	18:03:46	DC	00,89	mA	pass
376	18:03:47	DC	05,50	mA	pass
377	18:03:47	DC	00,89	mA	pass
378	18:03:48	DC	00,88	mA	pass
379	18:03:48	DC	00,88	mA	pass
380	18:03:49	DC	16,51	mA	pass
381	18:03:50	DC	00,88	mA	pass
382	18:03:50	DC	00,88	mA	pass
