,meas0,meas1,meas2,meas3,meas4,meas5,meas6,meas7,meas8
732,1168.0,1408.0,1584.0,1408.0,1008.0,1248.0,1008.0,1248.0,2560.0
733,1008.0,1488.0,1088.0,1248.0,1088.0,1248.0,1168.0,1248.0,1664.0
734,1088.0,1488.0,1008.0,1248.0,1168.0,1248.0,1088.0,1248.0,1088.0
735,1088.0,1408.0,1088.0,1248.0,1168.0,1248.0,1008.0,1328.0,1008.0
736,1248.0,1328.0,1088.0,1248.0,1088.0,1328.0,1008.0,1328.0,1168.0
737,1168.0,1328.0,1168.0,1088.0,1168.0,1248.0,1088.0,1328.0,1008.0
738,1008.0,1328.0,1008.0,1248.0,1168.0,1248.0,1008.0,1248.0,1088.0
739,1088.0,1328.0,1088.0,1328.0,1088.0,1168.0,1008.0,1328.0,1168.0
740,1088.0,1408.0,1008.0,1248.0,1008.0,1248.0,1088.0,1328.0,1168.0
741,1248.0,1248.0,1168.0,1168.0,1008.0,1168.0,1088.0,1328.0,1248.0
742,1248.0,1248.0,1088.0,1008.0,1248.0,1248.0,1088.0,1328.0,1248.0
743,1168.0,1408.0,1088.0,1008.0,1248.0,1248.0,912.0,1328.0,1168.0
744,1168.0,1328.0,1088.0,1088.0,1248.0,1248.0,1008.0,1328.0,1248.0
745,1168.0,1248.0,1168.0,1248.0,1248.0,1248.0,1008.0,1248.0,1168.0
746,1248.0,1248.0,1168.0,1168.0,1328.0,1168.0,912.0,1248.0,1168.0
747,1328.0,1328.0,1168.0,1088.0,1168.0,1088.0,1008.0,1088.0,1088.0
748,1248.0,1168.0,1088.0,1088.0,1088.0,1168.0,1168.0,1088.0,1248.0
749,1328.0,1168.0,1168.0,1008.0,1088.0,1168.0,1168.0,1088.0,1248.0
750,1168.0,1088.0,1168.0,1088.0,1168.0,1168.0,1168.0,1248.0,1168.0
751,1168.0,1248.0,1088.0,1088.0,1168.0,1088.0,1168.0,1328.0,1088.0
752,1168.0,1248.0,1088.0,1088.0,1248.0,1168.0,1088.0,1328.0,1088.0
753,1248.0,1328.0,1168.0,1008.0,1248.0,1088.0,1088.0,1168.0,1088.0
754,1168.0,1328.0,1168.0,1248.0,1248.0,1088.0,1248.0,1168.0,1088.0
755,1408.0,1248.0,1328.0,1168.0,1248.0,1088.0,1168.0,1088.0,1088.0
756,1328.0,1168.0,1248.0,1248.0,1088.0,1168.0,1088.0,1168.0,1168.0
757,1248.0,1248.0,1088.0,1248.0,1088.0,1248.0,1168.0,1248.0,1088.0
758,1088.0,1168.0,1088.0,1328.0,1088.0,1088.0,1088.0,1328.0,1088.0
759,1088.0,1248.0,1008.0,1408.0,1168.0,1248.0,1008.0,1168.0,1088.0
760,1168.0,1168.0,1088.0,1488.0,1168.0,1088.0,912.0,1248.0,1168.0
761,1248.0,1248.0,1168.0,1328.0,1088.0,1168.0,912.0,1328.0,1248.0
762,1168.0,1328.0,1248.0,1248.0,1168.0,1248.0,1088.0,1248.0,1168.0
763,1088.0,1408.0,1168.0,1168.0,1248.0,1328.0,1008.0,1328.0,1248.0
764,1168.0,1488.0,1328.0,1168.0,1088.0,1248.0,1008.0,1328.0,1248.0
765,1248.0,1488.0,1168.0,1088.0,1248.0,1248.0,1088.0,1328.0,1168.0
766,1248.0,1408.0,1168.0,1248.0,1248.0,1328.0,1168.0,1328.0,1248.0
767,1248.0,1248.0,1088.0,1168.0,1328.0,1248.0,1008.0,1248.0,1248.0
768,1168.0,1328.0,1168.0,1088.0,1328.0,1248.0,1008.0,1168.0,1248.0
769,1168.0,1408.0,1168.0,1168.0,1248.0,1248.0,1088.0,1248.0,1248.0
770,1168.0,1328.0,1088.0,1088.0,1008.0,1328.0,1008.0,1248.0,1088.0
771,1008.0,1328.0,1168.0,1488.0,1008.0,1328.0,1008.0,1328.0,1168.0
772,1168.0,1328.0,1248.0,1664.0,1088.0,1328.0,1008.0,1408.0,1088.0
773,1248.0,1408.0,1168.0,1248.0,1248.0,1408.0,1008.0,1408.0,1168.0
774,1248.0,1408.0,1168.0,1168.0,1248.0,1328.0,1168.0,1328.0,1088.0
775,1328.0,1328.0,1088.0,1408.0,1168.0,1408.0,1168.0,1328.0,1168.0
776,1328.0,1248.0,1088.0,1168.0,1248.0,1328.0,1248.0,1248.0,1248.0
777,1248.0,1248.0,1248.0,1328.0,1248.0,1328.0,1168.0,1248.0,1248.0
778,1248.0,1248.0,1248.0,1328.0,1248.0,1248.0,1008.0,1328.0,1168.0
779,1168.0,1248.0,1168.0,1328.0,1248.0,1168.0,1008.0,1328.0,1168.0
780,1328.0,1328.0,1744.0,1088.0,1088.0,1168.0,1168.0,1328.0,1088.0
781,1168.0,1328.0,2320.0,1088.0,1248.0,1248.0,1168.0,1408.0,1248.0
782,1168.0,1248.0,2560.0,1168.0,1168.0,1408.0,1408.0,1168.0,1168.0
783,1328.0,1248.0,2320.0,912.0,1248.0,1408.0,1408.0,1328.0,1168.0
784,1664.0,1328.0,1248.0,1088.0,1168.0,1248.0,1168.0,1328.0,1168.0
785,1488.0,1328.0,1168.0,1248.0,1248.0,1248.0,1168.0,1248.0,1168.0
786,1328.0,1248.0,1088.0,1088.0,1168.0,1328.0,1168.0,1168.0,1088.0
787,1168.0,1168.0,1248.0,1168.0,1904.0,1328.0,1008.0,1248.0,1168.0
788,1248.0,1408.0,1328.0,1248.0,2240.0,1328.0,1008.0,1088.0,1168.0
789,1168.0,2064.0,1408.0,1248.0,2480.0,1248.0,1168.0,1168.0,1168.0
790,1328.0,2736.0,1328.0,1248.0,1488.0,1248.0,1168.0,1008.0,1088.0
791,1328.0,2160.0,1328.0,1248.0,1088.0,1248.0,1088.0,1168.0,1088.0
792,1488.0,1328.0,1328.0,1328.0,1248.0,1248.0,1088.0,1248.0,1088.0
793,1408.0,1168.0,1088.0,1168.0,1328.0,1248.0,1008.0,1168.0,1248.0
794,1328.0,1088.0,1008.0,1168.0,1248.0,1248.0,1088.0,1168.0,1328.0
795,1328.0,1088.0,1008.0,1248.0,1168.0,1168.0,1168.0,1248.0,1248.0
796,1408.0,1088.0,1008.0,1248.0,1248.0,1168.0,1088.0,1168.0,1248.0
797,1408.0,1088.0,1088.0,1168.0,1168.0,1248.0,1088.0,1248.0,1248.0
798,1328.0,1248.0,1168.0,1248.0,1168.0,1248.0,1088.0,1248.0,1328.0
799,1408.0,1168.0,1248.0,1088.0,1168.0,1328.0,1168.0,1408.0,1088.0
800,1408.0,1168.0,1168.0,1248.0,1248.0,1488.0,1008.0,1248.0,1088.0
801,1248.0,1248.0,1088.0,1248.0,1008.0,1408.0,1088.0,1328.0,1088.0
802,1248.0,1248.0,1248.0,1168.0,1168.0,1328.0,1008.0,1248.0,1168.0
803,1328.0,1328.0,1088.0,1168.0,1248.0,1248.0,1088.0,1328.0,1168.0
804,1248.0,1248.0,1088.0,1168.0,1328.0,1168.0,1008.0,1488.0,1168.0
805,1248.0,1328.0,1088.0,1008.0,1248.0,1168.0,1008.0,1168.0,1248.0
806,1088.0,1328.0,1168.0,1168.0,1328.0,1168.0,1008.0,1328.0,1248.0
807,1168.0,1328.0,1088.0,1168.0,1248.0,1088.0,1088.0,1248.0,1088.0
808,1088.0,1328.0,1328.0,1088.0,1088.0,1168.0,1088.0,1248.0,1248.0
809,1248.0,1248.0,1328.0,1328.0,1168.0,1248.0,1008.0,1168.0,1248.0
810,1248.0,1328.0,1328.0,1248.0,1248.0,1248.0,1168.0,1328.0,1248.0
811,1248.0,1328.0,1328.0,1328.0,1248.0,1328.0,1088.0,1248.0,1248.0
812,1248.0,1248.0,1328.0,1168.0,1248.0,1328.0,1008.0,1248.0,1408.0
813,1168.0,1248.0,1168.0,1168.0,1328.0,1328.0,1088.0,1168.0,1248.0
814,1088.0,1408.0,1168.0,1248.0,1248.0,1248.0,1248.0,1168.0,1248.0
815,1088.0,1328.0,1328.0,1248.0,1168.0,1248.0,1088.0,1088.0,1168.0
816,1088.0,1328.0,1088.0,1168.0,1168.0,1328.0,1008.0,1248.0,1088.0
817,1168.0,1248.0,1168.0,1248.0,1168.0,1248.0,1008.0,1248.0,1168.0
818,1168.0,1408.0,1088.0,1248.0,1248.0,1168.0,1008.0,1248.0,1248.0
819,1248.0,1248.0,1168.0,1408.0,1248.0,1248.0,1008.0,1328.0,1248.0
820,1248.0,1328.0,1008.0,2160.0,1328.0,1168.0,1168.0,1248.0,1248.0
821,1408.0,1248.0,1088.0,2640.0,1328.0,1168.0,1088.0,1168.0,1248.0
822,1248.0,1248.0,1088.0,2976.0,1328.0,1088.0,1008.0,1248.0,1168.0
823,1328.0,1248.0,1328.0,2240.0,1248.0,1168.0,912.0,1168.0,1168.0
824,1248.0,1248.0,1328.0,1408.0,1168.0,1168.0,1008.0,1088.0,1088.0
825,1328.0,1168.0,1328.0,1088.0,1168.0,1248.0,912.0,1168.0,1248.0
826,1248.0,1248.0,1088.0,912.0,1328.0,1248.0,912.0,1248.0,1328.0
827,1248.0,1248.0,1008.0,912.0,1248.0,1248.0,1488.0,1248.0,1328.0
828,1584.0,1248.0,1008.0,1008.0,1168.0,1248.0,1328.0,1248.0,1408.0
829,1744.0,1248.0,1248.0,1088.0,1088.0,1248.0,1248.0,1248.0,1328.0
830,1488.0,1328.0,1088.0,1088.0,1008.0,1248.0,1088.0,1248.0,1168.0
831,1328.0,1168.0,1088.0,1088.0,1248.0,1248.0,1088.0,1328.0,1088.0
832,1248.0,1168.0,1088.0,1248.0,1248.0,1248.0,1168.0,1248.0,1008.0
833,1408.0,1168.0,1088.0,1088.0,1248.0,1168.0,1168.0,1248.0,1168.0
834,1328.0,1248.0,1008.0,1088.0,1168.0,1088.0,912.0,1168.0,1088.0
835,1248.0,1248.0,1008.0,1088.0,1248.0,1088.0,1008.0,1168.0,1168.0
836,1328.0,1328.0,1088.0,1168.0,1248.0,1088.0,1008.0,1168.0,1008.0
837,1248.0,1248.0,1088.0,1088.0,1408.0,1088.0,912.0,1248.0,1168.0
838,1168.0,1168.0,1168.0,1168.0,1248.0,1408.0,912.0,1168.0,1328.0
839,1088.0,1088.0,1328.0,1328.0,1248.0,1984.0,1008.0,1248.0,1248.0
840,1168.0,1248.0,1168.0,1328.0,1168.0,2560.0,1008.0,1168.0,1248.0
841,1088.0,1248.0,1248.0,1328.0,1168.0,2064.0,1168.0,1248.0,1088.0
842,1088.0,1248.0,1248.0,1408.0,1088.0,1248.0,1088.0,1248.0,832.0
843,1248.0,1088.0,1248.0,1168.0,1168.0,1088.0,1088.0,1328.0,1008.0
844,1328.0,1168.0,1744.0,1168.0,1328.0,1168.0,1168.0,1408.0,1088.0
845,1168.0,1328.0,1248.0,1168.0,1248.0,1088.0,1088.0,1328.0,1328.0
846,1328.0,1328.0,1088.0,1248.0,1328.0,1168.0,1088.0,1328.0,1328.0
847,1168.0,1328.0,1008.0,1248.0,1328.0,1168.0,1008.0,1488.0,1248.0
848,1248.0,1168.0,1008.0,1008.0,1248.0,1088.0,912.0,1328.0,1168.0
849,1248.0,1168.0,1088.0,1168.0,1328.0,1168.0,1008.0,1408.0,1088.0
850,1328.0,1168.0,1248.0,1408.0,1328.0,1248.0,1008.0,1488.0,1088.0
851,1328.0,1168.0,1248.0,1488.0,1328.0,1328.0,1008.0,2160.0,1088.0
852,1248.0,1248.0,1168.0,1328.0,1168.0,1408.0,1088.0,2560.0,1088.0
853,1168.0,1328.0,1248.0,1328.0,1328.0,1408.0,1088.0,2320.0,1168.0
854,1168.0,1248.0,1168.0,1248.0,1328.0,1248.0,1088.0,1328.0,1328.0
855,1168.0,1248.0,1328.0,1008.0,1408.0,1248.0,1088.0,1248.0,1168.0
856,1248.0,1248.0,1168.0,1088.0,1328.0,1328.0,1008.0,1328.0,1168.0
857,1168.0,1248.0,1088.0,1168.0,1248.0,1248.0,1248.0,1328.0,1088.0
858,1248.0,1168.0,1008.0,1088.0,1328.0,1248.0,1008.0,1248.0,1168.0
859,1248.0,1248.0,1168.0,1088.0,1248.0,1088.0,1008.0,1248.0,1248.0
860,1248.0,1328.0,1168.0,1248.0,1328.0,1088.0,912.0,1328.0,1248.0
861,1328.0,1328.0,1088.0,1168.0,1248.0,1168.0,1008.0,1248.0,1088.0
862,1248.0,1248.0,1008.0,1328.0,1328.0,1168.0,1008.0,1248.0,1248.0
863,1328.0,1328.0,1168.0,1168.0,1328.0,1088.0,1088.0,1248.0,1088.0
864,1248.0,1248.0,1088.0,1328.0,1328.0,1168.0,1168.0,1248.0,1088.0
865,1168.0,1328.0,1088.0,1248.0,1328.0,1248.0,1088.0,1248.0,1168.0
866,1248.0,1168.0,1088.0,1168.0,1328.0,1248.0,1008.0,1328.0,1168.0
867,1248.0,1328.0,1088.0,1088.0,1408.0,1168.0,1088.0,1248.0,1248.0
868,1248.0,1248.0,912.0,1168.0,1408.0,1248.0,1008.0,1328.0,1248.0
869,1168.0,1168.0,1088.0,1168.0,1328.0,1248.0,1008.0,1328.0,1248.0
870,1088.0,1088.0,1168.0,1408.0,1328.0,1168.0,1168.0,1248.0,1168.0
871,1248.0,1168.0,1168.0,1248.0,1408.0,1248.0,1168.0,1248.0,1168.0
872,1248.0,1248.0,1328.0,1168.0,1408.0,1168.0,1088.0,1168.0,1248.0
873,1248.0,1328.0,1168.0,1168.0,1328.0,1248.0,1168.0,1088.0,1248.0
874,1168.0,1328.0,1248.0,1168.0,1328.0,1088.0,1248.0,1248.0,1408.0
875,1664.0,1168.0,1248.0,1088.0,1168.0,1248.0,1248.0,1088.0,1328.0
876,2320.0,1248.0,1248.0,1248.0,1168.0,1248.0,1088.0,1168.0,1248.0
877,2816.0,1248.0,1328.0,1248.0,1248.0,1248.0,1904.0,1168.0,1168.0
878,2480.0,1328.0,1248.0,1168.0,1168.0,1248.0,2480.0,1088.0,1328.0
879,1584.0,1248.0,1168.0,1088.0,1248.0,1248.0,2816.0,1168.0,1168.0
880,1408.0,1168.0,1168.0,1248.0,1328.0,1088.0,2064.0,1168.0,1088.0
881,1328.0,1168.0,1008.0,1248.0,1328.0,1168.0,1328.0,1168.0,1168.0
882,1168.0,1168.0,1008.0,1408.0,1328.0,1088.0,1088.0,1168.0,1008.0
883,1248.0,1168.0,912.0,1584.0,1408.0,1168.0,912.0,1328.0,1008.0
884,1168.0,1168.0,1088.0,1248.0,1248.0,1088.0,1008.0,1328.0,912.0
885,1328.0,1088.0,1088.0,1168.0,1328.0,1248.0,1008.0,1328.0,1088.0
886,1328.0,1088.0,1088.0,1088.0,1328.0,1248.0,1088.0,1328.0,1744.0
887,1248.0,1168.0,1168.0,1168.0,1328.0,1248.0,912.0,1168.0,2400.0
888,1088.0,1168.0,1824.0,1168.0,1328.0,1168.0,1008.0,1248.0,2400.0
889,1088.0,1168.0,1328.0,1248.0,1328.0,1168.0,1008.0,1248.0,1408.0
890,1088.0,1328.0,1168.0,1168.0,1328.0,1088.0,912.0,1248.0,1168.0
891,1248.0,1328.0,1088.0,1168.0,1248.0,1248.0,912.0,1328.0,1168.0
892,1328.0,1328.0,1088.0,1168.0,1328.0,1168.0,912.0,1248.0,912.0
893,1248.0,1328.0,1168.0,1168.0,1328.0,1248.0,1008.0,1328.0,1088.0
894,1168.0,1408.0,1168.0,1008.0,1248.0,1168.0,1008.0,1248.0,1088.0
895,1088.0,1328.0,1168.0,1008.0,1488.0,1248.0,1088.0,1248.0,1008.0
896,1088.0,1328.0,1168.0,1168.0,1744.0,1168.0,1168.0,1168.0,1088.0
897,1088.0,1328.0,1168.0,1168.0,1584.0,1168.0,1248.0,1328.0,1168.0
898,1088.0,1328.0,1168.0,1248.0,1328.0,1168.0,1088.0,1328.0,1088.0
899,1248.0,1248.0,1248.0,1248.0,1248.0,1088.0,1088.0,1248.0,1168.0
900,1248.0,1408.0,912.0,1168.0,1248.0,1168.0,1088.0,1248.0,1088.0
901,1248.0,1248.0,1168.0,1328.0,1408.0,1168.0,1088.0,1328.0,1168.0
902,2736.0,1408.0,1168.0,1408.0,1408.0,1168.0,1008.0,1248.0,1168.0
903,4624.0,1408.0,1088.0,1168.0,1328.0,1008.0,1088.0,1168.0,1328.0
904,3968.0,1328.0,1168.0,1248.0,1248.0,1008.0,1008.0,1248.0,1088.0
905,2816.0,1328.0,1248.0,1248.0,1328.0,1168.0,1008.0,1328.0,1248.0
906,2736.0,1248.0,1168.0,1248.0,1328.0,1328.0,1168.0,1248.0,1088.0
907,2480.0,1408.0,1168.0,1168.0,1328.0,1248.0,1248.0,1248.0,1248.0
908,2480.0,1248.0,1328.0,1328.0,1328.0,1248.0,1248.0,1168.0,1248.0
909,2480.0,1328.0,1088.0,1328.0,1248.0,1248.0,1168.0,1168.0,1248.0
910,2640.0,1408.0,1168.0,1408.0,1328.0,1328.0,1008.0,1168.0,1248.0
911,2480.0,1408.0,1168.0,1408.0,1328.0,1248.0,1088.0,1088.0,1088.0
912,2640.0,1408.0,1008.0,1488.0,1248.0,1328.0,1168.0,1168.0,1088.0
913,2640.0,1328.0,1008.0,1488.0,1328.0,1168.0,1168.0,1328.0,1168.0
914,2400.0,1488.0,1168.0,1408.0,1328.0,1248.0,1008.0,1408.0,1248.0
915,2480.0,1328.0,1168.0,1248.0,1328.0,1248.0,1088.0,1408.0,1088.0
916,2320.0,1328.0,1168.0,1168.0,1248.0,1408.0,1168.0,1328.0,1248.0
917,2736.0,1488.0,1088.0,1088.0,1248.0,1328.0,1008.0,1328.0,1168.0
918,2480.0,1488.0,1088.0,1168.0,1328.0,1248.0,1088.0,1248.0,1248.0
919,2560.0,1408.0,1088.0,1328.0,1248.0,1168.0,1088.0,1328.0,1248.0
920,2560.0,1328.0,1248.0,1248.0,1248.0,1328.0,1168.0,1328.0,1168.0
921,2736.0,1408.0,1328.0,1408.0,1168.0,1168.0,1088.0,1248.0,1168.0
922,2400.0,1408.0,1088.0,1408.0,1168.0,1168.0,1088.0,1248.0,1248.0
923,2480.0,1328.0,1168.0,1328.0,1008.0,1168.0,1008.0,1168.0,1248.0
924,2400.0,1328.0,1328.0,1408.0,1248.0,1088.0,1168.0,1248.0,1248.0
925,2560.0,1328.0,1328.0,1488.0,1168.0,1168.0,1008.0,1168.0,1168.0
926,2400.0,1488.0,1248.0,1744.0,1168.0,1168.0,1008.0,1248.0,1168.0
927,2560.0,1584.0,1248.0,1408.0,1248.0,1088.0,1008.0,1408.0,1248.0
928,2480.0,1488.0,1088.0,1248.0,1328.0,1088.0,1168.0,1328.0,1328.0
929,2560.0,1488.0,1168.0,1408.0,1328.0,1088.0,1168.0,1248.0,1168.0
930,2560.0,1408.0,1008.0,1248.0,1408.0,1168.0,1168.0,1328.0,1248.0
931,2560.0,1328.0,1008.0,1328.0,1328.0,1248.0,1168.0,1088.0,1328.0
932,2640.0,1328.0,1008.0,1248.0,1168.0,1328.0,1088.0,1168.0,1328.0
933,2560.0,1248.0,1168.0,1168.0,1248.0,1168.0,1008.0,1088.0,1168.0
934,2640.0,1248.0,1408.0,1248.0,1248.0,1328.0,1168.0,1168.0,1328.0
935,2560.0,1328.0,1328.0,1088.0,1168.0,1248.0,1088.0,1328.0,1328.0
936,2736.0,1328.0,2160.0,1168.0,1248.0,1168.0,1008.0,1248.0,1328.0
937,2480.0,1248.0,2480.0,1168.0,1088.0,1248.0,1168.0,1248.0,1248.0
938,2400.0,1168.0,2896.0,1088.0,1168.0,1328.0,1408.0,1328.0,1248.0
939,2480.0,1248.0,1824.0,1168.0,1168.0,1248.0,1328.0,1248.0,1248.0
940,2480.0,1328.0,1328.0,1248.0,1248.0,1168.0,1008.0,1248.0,1088.0
941,2400.0,1328.0,1248.0,1168.0,1248.0,1328.0,912.0,1248.0,1088.0
942,2320.0,1408.0,1168.0,1168.0,1328.0,1248.0,912.0,1248.0,1168.0
943,2240.0,1408.0,1088.0,1008.0,2064.0,1168.0,1088.0,1168.0,1168.0
944,2480.0,1824.0,1248.0,1088.0,2400.0,1168.0,1008.0,1168.0,1088.0
945,2480.0,2480.0,1168.0,1088.0,2560.0,1248.0,1008.0,1248.0,1088.0
946,2560.0,2976.0,1328.0,1088.0,1488.0,1088.0,912.0,1168.0,912.0
947,2480.0,1824.0,1168.0,1248.0,1248.0,1168.0,1088.0,1248.0,1168.0
948,2560.0,1584.0,1088.0,1248.0,1168.0,1248.0,1328.0,1248.0,1088.0
949,2560.0,1488.0,1008.0,1168.0,1248.0,1248.0,1328.0,1248.0,1168.0
950,2560.0,1408.0,1088.0,1088.0,1248.0,1328.0,1088.0,1328.0,1088.0
951,2560.0,1328.0,1168.0,1008.0,1408.0,1328.0,1008.0,1248.0,1168.0
952,2640.0,1488.0,1248.0,1168.0,1328.0,1248.0,912.0,1168.0,1168.0
953,2640.0,1408.0,1088.0,1168.0,1328.0,1168.0,1008.0,1248.0,1328.0
954,2480.0,1408.0,1328.0,1248.0,1168.0,1248.0,1088.0,1248.0,1248.0
955,2480.0,1328.0,1248.0,1248.0,1328.0,1168.0,1168.0,1248.0,1248.0
956,2560.0,1408.0,1248.0,1168.0,1328.0,1168.0,1168.0,1248.0,1248.0
957,2480.0,1328.0,1248.0,1248.0,1248.0,1248.0,1088.0,1248.0,1408.0
958,2400.0,1408.0,1088.0,1248.0,1088.0,1248.0,1088.0,1248.0,1328.0
959,2560.0,1328.0,1168.0,1248.0,1168.0,1088.0,1088.0,1408.0,1248.0
960,2400.0,1328.0,1088.0,1248.0,1248.0,1168.0,1088.0,1488.0,1088.0
961,2480.0,1328.0,1248.0,1328.0,1168.0,1168.0,832.0,1248.0,1248.0
962,2480.0,1328.0,1248.0,1408.0,1168.0,1248.0,912.0,1248.0,1168.0
963,2480.0,1328.0,1168.0,1488.0,1248.0,1248.0,912.0,1248.0,1248.0
964,2480.0,1328.0,1248.0,1328.0,1168.0,1328.0,1008.0,1328.0,1168.0
965,2560.0,1248.0,1168.0,1408.0,1248.0,1168.0,1008.0,1248.0,1168.0
966,2480.0,1328.0,1088.0,1248.0,1168.0,1248.0,1088.0,1168.0,1168.0
967,2480.0,1408.0,1168.0,1248.0,1248.0,1168.0,1088.0,1168.0,1328.0
968,2560.0,1408.0,1088.0,1088.0,1248.0,1328.0,1008.0,1328.0,1328.0
969,2640.0,1328.0,1248.0,1088.0,1168.0,1248.0,912.0,1408.0,1248.0
970,2480.0,1408.0,1248.0,1168.0,1168.0,1328.0,912.0,1328.0,1248.0
971,2480.0,1408.0,1248.0,1248.0,1168.0,1168.0,1008.0,1408.0,1248.0
972,2560.0,1488.0,1408.0,1488.0,1088.0,1248.0,1088.0,1248.0,1168.0
973,2560.0,1584.0,1328.0,1248.0,1168.0,1168.0,1088.0,1328.0,1248.0
974,2480.0,1408.0,1088.0,1328.0,1168.0,1248.0,1168.0,1248.0,1168.0
975,2560.0,1408.0,1088.0,1408.0,1248.0,1168.0,1088.0,1248.0,1088.0
976,2560.0,1248.0,1168.0,2480.0,1328.0,1088.0,1088.0,1168.0,1168.0
977,2560.0,1328.0,1168.0,2640.0,1328.0,1168.0,1008.0,1248.0,1248.0
978,2480.0,1328.0,1248.0,2976.0,1328.0,1248.0,1008.0,1328.0,1168.0
979,2480.0,1488.0,1328.0,1584.0,1328.0,1168.0,1008.0,1328.0,1248.0
980,2560.0,1328.0,1248.0,1088.0,1328.0,1248.0,1008.0,1328.0,1168.0
981,2400.0,1408.0,1248.0,1088.0,1168.0,1088.0,1008.0,1328.0,1088.0
982,2400.0,1488.0,1248.0,1168.0,1248.0,1088.0,1008.0,1248.0,1168.0
983,2400.0,1488.0,1408.0,1168.0,1248.0,1248.0,1584.0,1248.0,1168.0
984,2480.0,1488.0,1328.0,1248.0,1248.0,1248.0,1408.0,1408.0,1248.0
985,2400.0,1408.0,1168.0,1008.0,1168.0,1248.0,1248.0,1408.0,1088.0
986,2320.0,1408.0,1168.0,1168.0,1168.0,1168.0,1088.0,1408.0,1248.0
987,2240.0,1248.0,1088.0,1328.0,1168.0,1248.0,832.0,1328.0,1088.0
988,2240.0,1408.0,1328.0,1328.0,1088.0,1248.0,832.0,1328.0,1088.0
989,2320.0,1408.0,1088.0,1248.0,1168.0,1248.0,912.0,1408.0,1168.0
990,2320.0,1328.0,1008.0,1168.0,1168.0,1168.0,1168.0,1328.0,1168.0
991,2400.0,1248.0,1088.0,1248.0,1168.0,1328.0,1008.0,1168.0,1168.0
992,2560.0,1248.0,1408.0,1168.0,1328.0,1248.0,1008.0,1328.0,1328.0
993,2480.0,1328.0,1408.0,1248.0,1328.0,1168.0,1088.0,1168.0,1328.0
994,2560.0,1328.0,1328.0,1248.0,1408.0,1488.0,1008.0,1168.0,1248.0
995,2480.0,1328.0,1248.0,1328.0,1248.0,2160.0,1008.0,1168.0,1408.0
996,3136.0,1328.0,1328.0,1168.0,1168.0,2560.0,1088.0,1088.0,1328.0
997,3632.0,1248.0,1248.0,1168.0,1088.0,1584.0,1088.0,1168.0,1168.0
998,3136.0,1328.0,1488.0,1168.0,1168.0,1008.0,1088.0,1248.0,1328.0
999,3712.0,1408.0,1664.0,1408.0,1248.0,912.0,1008.0,1408.0,1328.0
1000,3392.0,1408.0,1408.0,1328.0,1248.0,912.0,1008.0,1408.0,1168.0
1001,2816.0,1488.0,1488.0,1408.0,1328.0,1008.0,1008.0,1248.0,1008.0
1002,2640.0,1328.0,1328.0,1248.0,1328.0,1008.0,1008.0,1168.0,1088.0
1003,2816.0,1248.0,1328.0,1168.0,1168.0,1088.0,912.0,1248.0,1168.0
1004,2736.0,1248.0,1248.0,1168.0,1088.0,1168.0,912.0,1168.0,1168.0
1005,2736.0,1248.0,1328.0,1328.0,1168.0,1168.0,912.0,1168.0,1168.0
1006,2736.0,1488.0,1168.0,1248.0,1408.0,1328.0,912.0,1904.0,1168.0
1007,2560.0,1488.0,1168.0,1248.0,1488.0,1328.0,1088.0,2240.0,1168.0
1008,2480.0,1488.0,1008.0,1408.0,1328.0,1168.0,912.0,2640.0,1168.0
1009,2640.0,1408.0,1088.0,1328.0,1408.0,1248.0,1088.0,1824.0,1168.0
1010,2560.0,1408.0,912.0,1248.0,1408.0,1248.0,1168.0,1408.0,1088.0
1011,2736.0,1408.0,1008.0,1088.0,1328.0,1328.0,1088.0,1248.0,1088.0
1012,2640.0,1248.0,1168.0,1088.0,1328.0,1328.0,1088.0,1248.0,1008.0
1013,2640.0,1248.0,1088.0,1248.0,1328.0,1328.0,1008.0,1248.0,1168.0
1014,2736.0,1248.0,1248.0,1248.0,1328.0,1328.0,1168.0,1168.0,1248.0
1015,2560.0,1408.0,1248.0,1248.0,1328.0,1248.0,1088.0,1168.0,1168.0
1016,2480.0,1488.0,1168.0,1168.0,1168.0,1328.0,912.0,1088.0,1008.0
1017,2736.0,1488.0,1168.0,1088.0,1248.0,1168.0,1088.0,1248.0,1088.0
1018,2640.0,1584.0,1168.0,1168.0,1008.0,1328.0,1088.0,1168.0,1168.0
1019,2480.0,1584.0,1168.0,1168.0,1168.0,1328.0,1168.0,1248.0,1008.0
1020,2640.0,1408.0,1088.0,1088.0,1328.0,1328.0,1168.0,1248.0,1168.0
1021,2480.0,1328.0,1008.0,1168.0,1408.0,1168.0,1168.0,1328.0,1248.0
1022,2240.0,1328.0,1008.0,1168.0,1488.0,1328.0,1088.0,1328.0,1088.0
1023,2480.0,1328.0,1008.0,1168.0,1328.0,1328.0,1088.0,1408.0,1248.0
1024,2320.0,1328.0,1008.0,1168.0,1168.0,1248.0,1008.0,1408.0,1168.0
1025,2400.0,1328.0,1168.0,1168.0,1168.0,1168.0,1008.0,1328.0,1088.0
1026,2816.0,1328.0,1248.0,1088.0,1248.0,1168.0,1008.0,1328.0,1248.0
1027,2560.0,1328.0,1168.0,1248.0,1248.0,1168.0,1088.0,1168.0,1248.0
1028,2560.0,1328.0,1408.0,1168.0,1328.0,1328.0,912.0,1088.0,1328.0
