,meas0,meas1,meas2,meas3,meas4,meas5,meas6,meas7,meas8
3811,1488.0,7264.0,11952.0,1664.0,3552.0,7168.0,2480.0,1408.0,7088.0
3812,1584.0,7088.0,11872.0,1824.0,3216.0,7088.0,2816.0,1664.0,6928.0
3813,1584.0,7264.0,11872.0,1488.0,3136.0,7264.0,2480.0,1664.0,6928.0
3814,1744.0,7264.0,11776.0,2240.0,3472.0,7168.0,2400.0,1824.0,7008.0
3815,1584.0,7168.0,11776.0,3792.0,8080.0,7088.0,2640.0,1408.0,7264.0
3816,2240.0,7264.0,11776.0,4288.0,9968.0,7168.0,2320.0,2480.0,7168.0
3817,3472.0,7264.0,11952.0,3712.0,12352.0,7008.0,2560.0,3888.0,7168.0
3818,3888.0,7088.0,11952.0,4048.0,12352.0,7088.0,2560.0,4208.0,7008.0
3819,3632.0,7008.0,12112.0,4624.0,11952.0,7168.0,2640.0,3472.0,7168.0
3820,4128.0,7264.0,11952.0,4464.0,12032.0,7168.0,3712.0,4128.0,6928.0
3821,4208.0,7168.0,12032.0,4864.0,11952.0,7088.0,4208.0,4288.0,7088.0
3822,4208.0,7344.0,12032.0,7664.0,11952.0,7504.0,4464.0,4208.0,7344.0
3823,5936.0,7584.0,12032.0,6112.0,11872.0,7664.0,4288.0,5936.0,7664.0
3824,7920.0,7584.0,11952.0,3888.0,14256.0,7664.0,6272.0,7504.0,7344.0
3825,7664.0,7584.0,12032.0,3552.0,12848.0,7504.0,9648.0,4544.0,7504.0
3826,4944.0,7264.0,12112.0,3552.0,11952.0,7264.0,9968.0,3632.0,7008.0
3827,3968.0,7168.0,11952.0,3632.0,11872.0,7264.0,6112.0,3552.0,7088.0
3828,3392.0,7344.0,12272.0,3712.0,11776.0,7264.0,3792.0,3392.0,7008.0
3829,3216.0,7344.0,12112.0,6016.0,11872.0,7264.0,3392.0,3312.0,7088.0
3830,4624.0,8160.0,12112.0,8736.0,11872.0,8496.0,3216.0,5200.0,8160.0
3831,7168.0,7840.0,12352.0,12112.0,12448.0,7584.0,3712.0,8160.0,7504.0
3832,10720.0,7168.0,18368.0,12272.0,14176.0,7168.0,4048.0,10800.0,7088.0
3833,12352.0,7168.0,15984.0,12112.0,12448.0,7168.0,8320.0,12528.0,7088.0
3834,12032.0,7088.0,12768.0,12112.0,11696.0,7168.0,10048.0,12192.0,7008.0
3835,11952.0,7264.0,12032.0,12112.0,11696.0,7008.0,12032.0,12032.0,7088.0
3836,11776.0,7264.0,12032.0,11952.0,11776.0,7088.0,11776.0,12112.0,6928.0
3837,11616.0,7168.0,11872.0,12032.0,11776.0,7744.0,11872.0,11776.0,7264.0
3838,11696.0,10720.0,11872.0,14336.0,11872.0,12192.0,11872.0,11616.0,11776.0
3839,12768.0,13264.0,12032.0,12768.0,13424.0,13760.0,11696.0,12112.0,13424.0
3840,15408.0,13680.0,12032.0,12112.0,13520.0,12448.0,11696.0,14256.0,12608.0
3841,12848.0,9472.0,11696.0,11952.0,12112.0,8416.0,11776.0,12608.0,8816.0
3842,11872.0,7744.0,11872.0,12032.0,11776.0,7504.0,11696.0,12112.0,8000.0
3843,11536.0,7264.0,11872.0,12032.0,11952.0,7168.0,11776.0,11872.0,7424.0
3844,11616.0,7344.0,11872.0,11872.0,12112.0,7168.0,11616.0,11776.0,7344.0
3845,11536.0,7744.0,11872.0,12528.0,11872.0,9152.0,11616.0,11616.0,8736.0
3846,11616.0,12032.0,11776.0,14576.0,11872.0,12944.0,11536.0,11616.0,12848.0
3847,13680.0,13600.0,11776.0,12528.0,14496.0,14096.0,11536.0,13264.0,13920.0
3848,14576.0,14096.0,11952.0,11952.0,13184.0,14256.0,11616.0,13520.0,14096.0
3849,12352.0,14176.0,11872.0,11872.0,12352.0,14256.0,11776.0,12272.0,13920.0
3850,11776.0,14176.0,11696.0,11776.0,12032.0,14176.0,11616.0,11776.0,13920.0
3851,11536.0,14256.0,11696.0,11776.0,11952.0,13840.0,11776.0,11696.0,13920.0
3852,11456.0,11616.0,11872.0,11952.0,11776.0,9728.0,11616.0,11536.0,9968.0
3853,11616.0,9888.0,12112.0,13520.0,11776.0,11296.0,11616.0,11616.0,10880.0
3854,11776.0,12944.0,11952.0,13600.0,12272.0,13424.0,11696.0,11616.0,13424.0
3855,14992.0,14000.0,11952.0,12192.0,14336.0,14000.0,11776.0,14096.0,14000.0
3856,13600.0,14256.0,14000.0,12032.0,12528.0,14096.0,11872.0,13104.0,14096.0
3857,12032.0,14416.0,19104.0,12112.0,11696.0,14000.0,11616.0,12192.0,13920.0
3858,11616.0,14336.0,14000.0,12272.0,11696.0,14000.0,11776.0,11872.0,13840.0
3859,11872.0,12944.0,12352.0,12192.0,11616.0,10960.0,17136.0,12272.0,11296.0
3860,11776.0,8736.0,12272.0,12112.0,11536.0,8416.0,16640.0,12192.0,8416.0
3861,11616.0,10800.0,12112.0,14752.0,11696.0,12112.0,12768.0,11952.0,11952.0
3862,12448.0,13344.0,12032.0,13680.0,13264.0,13600.0,12112.0,12112.0,13680.0
3863,16064.0,14096.0,12032.0,12448.0,13424.0,13920.0,12032.0,14752.0,14096.0
3864,13344.0,14256.0,11872.0,12192.0,12272.0,14000.0,11776.0,12848.0,13840.0
3865,12192.0,14176.0,11776.0,12272.0,11872.0,14256.0,11696.0,12112.0,13840.0
3866,11872.0,14096.0,11696.0,12112.0,11776.0,13264.0,11536.0,11776.0,13344.0
3867,11616.0,10304.0,11776.0,12112.0,11872.0,8896.0,11536.0,11952.0,8992.0
3868,11456.0,8240.0,11776.0,12272.0,11776.0,9312.0,11616.0,11776.0,8992.0
3869,11456.0,12112.0,11872.0,14496.0,11872.0,13024.0,11616.0,11776.0,12688.0
3870,13520.0,13680.0,11776.0,12608.0,12032.0,14096.0,11616.0,13264.0,13600.0
3871,14752.0,14096.0,11696.0,12112.0,11696.0,14096.0,11616.0,13520.0,13920.0
3872,12448.0,14176.0,11776.0,11872.0,11776.0,14256.0,11536.0,12192.0,14000.0
3873,11696.0,14176.0,11872.0,11952.0,11776.0,14256.0,11456.0,11776.0,13920.0
3874,11696.0,14096.0,11696.0,11872.0,11872.0,12944.0,11616.0,11616.0,12944.0
3875,11616.0,9728.0,11776.0,11872.0,12032.0,8656.0,11696.0,11696.0,8496.0
3876,11616.0,9232.0,11776.0,13264.0,12192.0,10880.0,11616.0,11696.0,10144.0
3877,11776.0,12768.0,11872.0,13600.0,12112.0,13520.0,11536.0,11696.0,12944.0
3878,15072.0,13840.0,11776.0,12192.0,8992.0,14096.0,11616.0,14000.0,13760.0
3879,13840.0,14096.0,11776.0,12032.0,5280.0,14096.0,11696.0,12848.0,13840.0
3880,12352.0,14096.0,11872.0,11952.0,3472.0,14176.0,12032.0,12032.0,13840.0
3881,11776.0,14256.0,17136.0,11872.0,2896.0,14000.0,12032.0,11776.0,13920.0
3882,11536.0,13024.0,16800.0,11776.0,2896.0,11200.0,11872.0,11872.0,11616.0
3883,11616.0,8816.0,12944.0,11952.0,2816.0,8320.0,13264.0,11536.0,8240.0
3884,11616.0,10544.0,11952.0,14256.0,2736.0,12112.0,19184.0,11616.0,11616.0
3885,11696.0,13344.0,11872.0,13024.0,2816.0,13760.0,14416.0,11696.0,13520.0
3886,11776.0,14096.0,11776.0,12192.0,2640.0,14176.0,12272.0,11776.0,13920.0
3887,11696.0,14256.0,11776.0,11952.0,2736.0,14176.0,12032.0,11616.0,14000.0
3888,11616.0,14176.0,11776.0,12112.0,2736.0,14176.0,11952.0,11616.0,14000.0
3889,11536.0,14176.0,12192.0,12192.0,2896.0,13920.0,11776.0,11696.0,13760.0
3890,11616.0,11616.0,12192.0,12032.0,3472.0,9808.0,11776.0,11616.0,9888.0
3891,11952.0,8576.0,12032.0,12272.0,4288.0,9472.0,11616.0,12112.0,9072.0
3892,11872.0,12112.0,12032.0,15152.0,4368.0,12944.0,11776.0,12032.0,12688.0
3893,11296.0,13680.0,11872.0,13264.0,4464.0,14000.0,11872.0,11872.0,13840.0
3894,6688.0,14176.0,11696.0,12352.0,4944.0,14256.0,11776.0,7424.0,14096.0
3895,4704.0,14336.0,11872.0,12272.0,4624.0,14176.0,11696.0,4624.0,14000.0
3896,4048.0,14336.0,11872.0,12192.0,3968.0,14256.0,11616.0,3392.0,13840.0
3897,4128.0,13840.0,11776.0,12032.0,3552.0,12192.0,11776.0,2976.0,12448.0
3898,4208.0,9232.0,11696.0,11952.0,3056.0,8240.0,11696.0,2896.0,8320.0
3899,4288.0,9392.0,11872.0,13264.0,3136.0,10720.0,11536.0,2816.0,10144.0
3900,4368.0,13424.0,11776.0,13920.0,3136.0,13520.0,11456.0,2896.0,13184.0
3901,4288.0,14256.0,11776.0,12352.0,2976.0,14176.0,11536.0,2736.0,14000.0
3902,4208.0,14096.0,11952.0,12112.0,2976.0,14176.0,11536.0,2816.0,14096.0
3903,4288.0,14176.0,11952.0,11952.0,3216.0,14096.0,11696.0,2816.0,14096.0
3904,4288.0,14256.0,11872.0,12032.0,3632.0,14096.0,11776.0,2816.0,14000.0
3905,4288.0,14000.0,13184.0,11872.0,4864.0,13264.0,11872.0,2736.0,13264.0
3906,4208.0,10144.0,19184.0,11952.0,5360.0,9312.0,11696.0,3552.0,9232.0
3907,4048.0,10544.0,14576.0,14096.0,5776.0,12112.0,11536.0,4128.0,11696.0
3908,4048.0,13344.0,12528.0,13024.0,6848.0,13600.0,16064.0,4208.0,13520.0
3909,4048.0,13920.0,12112.0,12112.0,7664.0,14176.0,17712.0,4368.0,14096.0
3910,4128.0,14000.0,12192.0,11872.0,7744.0,14176.0,13264.0,4624.0,14096.0
3911,4208.0,14096.0,12032.0,11952.0,7584.0,14176.0,12112.0,3888.0,13920.0
3912,4288.0,14096.0,12032.0,11776.0,7264.0,14000.0,11872.0,3216.0,13920.0
3913,4464.0,11696.0,11872.0,11872.0,7008.0,9888.0,11696.0,3056.0,10224.0
3914,4368.0,8320.0,11776.0,12192.0,7088.0,9152.0,11616.0,3136.0,8816.0
3915,4288.0,11776.0,11776.0,14576.0,7168.0,12848.0,11696.0,3216.0,12448.0
3916,4544.0,13680.0,11872.0,12608.0,7840.0,14000.0,11696.0,3136.0,13840.0
3917,4464.0,14096.0,11952.0,12032.0,7744.0,14176.0,11616.0,3056.0,14000.0
3918,5776.0,14256.0,11952.0,12112.0,7344.0,14000.0,11696.0,2976.0,13840.0
3919,6352.0,14336.0,11952.0,12192.0,7168.0,14000.0,11952.0,3136.0,13840.0
3920,5776.0,13760.0,11776.0,12112.0,7344.0,12192.0,11872.0,4048.0,12528.0
3921,6432.0,9392.0,11872.0,11952.0,7504.0,8416.0,11776.0,5200.0,8416.0
3922,7008.0,8816.0,11952.0,12944.0,7744.0,10464.0,11696.0,5440.0,9968.0
3923,7264.0,12608.0,11952.0,14576.0,7344.0,13264.0,11456.0,6112.0,13104.0
3924,7344.0,13760.0,12032.0,12688.0,8496.0,13920.0,11536.0,7168.0,14000.0
3925,7424.0,14256.0,12112.0,12352.0,8816.0,14096.0,11776.0,7584.0,14096.0
3926,7264.0,14256.0,12192.0,12112.0,8416.0,14256.0,11616.0,7424.0,14000.0
3927,7264.0,14176.0,12112.0,12352.0,7584.0,14256.0,11536.0,7504.0,13920.0
3928,7264.0,13520.0,11952.0,12352.0,7344.0,11536.0,11616.0,7504.0,11952.0
3929,7168.0,9072.0,11952.0,12192.0,7344.0,8240.0,12112.0,7504.0,8320.0
3930,7168.0,10384.0,16144.0,14176.0,7264.0,11696.0,11952.0,7264.0,11376.0
3931,7264.0,13344.0,17952.0,13344.0,7344.0,13520.0,11872.0,7168.0,13520.0
3932,7424.0,13920.0,13344.0,12192.0,8080.0,14096.0,12352.0,7920.0,14000.0
3933,7344.0,14256.0,12272.0,12032.0,7504.0,13840.0,18864.0,7504.0,14096.0
3934,7424.0,14256.0,12192.0,11872.0,7264.0,14000.0,14992.0,7424.0,14096.0
3935,7344.0,14256.0,12192.0,11776.0,7168.0,13920.0,12608.0,7264.0,13840.0
3936,7264.0,12032.0,12032.0,11872.0,7264.0,10144.0,12112.0,7264.0,10384.0
3937,7168.0,8496.0,11776.0,12032.0,7664.0,9072.0,11872.0,7584.0,8816.0
3938,7344.0,11776.0,11696.0,14576.0,7344.0,12768.0,11696.0,7664.0,12608.0
3939,7424.0,13520.0,11776.0,12528.0,8000.0,14000.0,11872.0,7424.0,13600.0
3940,7504.0,14176.0,11776.0,12032.0,9392.0,14176.0,11872.0,9072.0,13920.0
3941,7344.0,14416.0,11776.0,12032.0,8736.0,14000.0,11536.0,8736.0,13920.0
3942,7264.0,14416.0,11696.0,12032.0,7840.0,14256.0,11616.0,8080.0,14000.0
3943,7264.0,14256.0,11696.0,11952.0,7424.0,13344.0,11536.0,7424.0,13424.0
3944,7168.0,10464.0,11776.0,11872.0,7264.0,8896.0,11456.0,7424.0,9152.0
3945,7264.0,8816.0,11776.0,12032.0,7344.0,10224.0,11536.0,7424.0,9808.0
3946,7344.0,12768.0,11872.0,12032.0,7344.0,13264.0,11456.0,7168.0,13104.0
3947,7344.0,13840.0,11872.0,12032.0,8000.0,14096.0,11456.0,7584.0,13920.0
3948,7344.0,14256.0,11872.0,11952.0,7584.0,14096.0,11376.0,7584.0,14000.0
3949,7168.0,14256.0,11872.0,12192.0,7168.0,14496.0,11536.0,7424.0,14000.0
3950,7264.0,14256.0,11872.0,12192.0,7168.0,14992.0,11696.0,7344.0,13840.0
3951,7168.0,12768.0,12192.0,12272.0,7088.0,11120.0,11616.0,7424.0,11200.0
3952,7344.0,8576.0,12032.0,12272.0,7344.0,8160.0,11696.0,7424.0,7920.0
3953,7264.0,9888.0,11872.0,11456.0,7168.0,11776.0,11776.0,7504.0,11040.0
3954,7344.0,13104.0,12352.0,6512.0,7168.0,13680.0,12032.0,7504.0,13424.0
3955,7424.0,14000.0,18864.0,4208.0,9472.0,14256.0,11872.0,8656.0,14096.0
3956,7424.0,14176.0,15328.0,2976.0,9888.0,14256.0,11616.0,8992.0,14096.0
3957,7264.0,14176.0,12608.0,2896.0,9152.0,14336.0,14832.0,8240.0,14000.0
3958,7264.0,14096.0,12112.0,2976.0,8160.0,14256.0,18368.0,7664.0,14000.0
3959,7264.0,13760.0,12032.0,2896.0,7504.0,12448.0,13344.0,7664.0,12528.0
3960,7424.0,9568.0,11776.0,3056.0,7168.0,9648.0,12112.0,7664.0,9312.0
3961,7424.0,11776.0,11616.0,2896.0,7168.0,12768.0,11952.0,7424.0,12352.0
3962,7344.0,13680.0,11696.0,2816.0,7504.0,13920.0,11872.0,7424.0,13760.0
3963,7264.0,14176.0,11696.0,2976.0,7504.0,14000.0,11616.0,8080.0,14000.0
3964,7264.0,14256.0,11872.0,2896.0,7344.0,14000.0,11616.0,7584.0,14000.0
3965,7344.0,14336.0,11952.0,2976.0,7344.0,14096.0,11616.0,7424.0,13920.0
3966,7424.0,14256.0,11952.0,4048.0,7424.0,13520.0,11456.0,7504.0,13600.0
3967,7344.0,10544.0,11952.0,4624.0,7664.0,8992.0,11696.0,7504.0,9312.0
3968,7168.0,8896.0,11872.0,4544.0,7920.0,10224.0,11536.0,7664.0,9648.0
3969,7264.0,12688.0,11776.0,4784.0,7264.0,13264.0,11696.0,7424.0,12944.0
3970,7344.0,13840.0,11872.0,4624.0,8240.0,13920.0,11616.0,7744.0,14000.0
3971,7264.0,14176.0,11776.0,3792.0,9312.0,14096.0,11456.0,9808.0,14000.0
3972,7344.0,14256.0,11776.0,3552.0,8896.0,14176.0,11456.0,9472.0,14000.0
3973,7424.0,14336.0,11776.0,3552.0,8000.0,14096.0,11536.0,8896.0,13840.0
3974,7504.0,13104.0,11776.0,3392.0,7504.0,11120.0,11696.0,8736.0,11376.0
3975,7264.0,8816.0,11952.0,3392.0,7168.0,8240.0,11616.0,8656.0,8000.0
3976,7344.0,9968.0,12032.0,3312.0,7168.0,11616.0,11776.0,8576.0,11040.0
3977,7344.0,13264.0,12032.0,3392.0,7168.0,13680.0,11872.0,8160.0,13424.0
3978,7168.0,14176.0,11776.0,3392.0,8000.0,14176.0,11872.0,8080.0,14000.0
3979,7264.0,14256.0,12192.0,3632.0,7424.0,14096.0,11872.0,7584.0,14096.0
3980,7344.0,14256.0,12352.0,4464.0,7168.0,14096.0,11616.0,7424.0,13840.0
3981,7584.0,14176.0,12112.0,5120.0,7168.0,13920.0,12032.0,7344.0,14000.0
3982,7584.0,12352.0,12032.0,5360.0,7168.0,10464.0,18128.0,7168.0,10800.0
3983,7168.0,8576.0,11952.0,6432.0,7584.0,8656.0,15904.0,7424.0,8576.0
3984,7088.0,11376.0,11952.0,7344.0,7424.0,12352.0,12688.0,7424.0,12192.0
3985,7088.0,13600.0,11872.0,7744.0,7840.0,13760.0,12032.0,7424.0,13680.0
3986,7168.0,14176.0,11952.0,7840.0,9312.0,14000.0,12272.0,7168.0,14096.0
3987,7424.0,14256.0,11872.0,7584.0,8992.0,13920.0,12272.0,5936.0,13920.0
3988,7504.0,14176.0,11776.0,7344.0,8080.0,14096.0,12112.0,4864.0,14096.0
3989,7344.0,14416.0,11696.0,7344.0,7504.0,13600.0,11776.0,4368.0,13680.0
3990,7168.0,10800.0,11696.0,7344.0,7264.0,8992.0,11696.0,4128.0,9312.0
3991,7168.0,8240.0,11696.0,7264.0,7264.0,8416.0,11776.0,3552.0,8496.0
3992,7088.0,9888.0,11696.0,7424.0,7168.0,10048.0,11536.0,1904.0,10144.0
3993,7344.0,10048.0,11616.0,7264.0,7840.0,9568.0,11696.0,1584.0,9728.0
3994,7344.0,9648.0,11872.0,7264.0,7504.0,8816.0,11616.0,1744.0,8992.0
3995,7264.0,7088.0,11776.0,7168.0,7088.0,6016.0,11696.0,1584.0,6192.0
3996,7344.0,5200.0,11872.0,7168.0,7168.0,4624.0,11456.0,1904.0,5040.0
3997,7344.0,4624.0,11616.0,7840.0,7168.0,4048.0,11616.0,1488.0,4704.0
3998,7424.0,4128.0,11696.0,7344.0,7584.0,3392.0,11616.0,1664.0,3712.0
3999,7264.0,2736.0,11776.0,7504.0,7424.0,1984.0,11696.0,1488.0,1824.0
4000,7264.0,1824.0,11776.0,8240.0,7168.0,1744.0,11776.0,1584.0,1824.0
4001,7344.0,2240.0,12112.0,8416.0,9232.0,1664.0,11696.0,1664.0,1408.0
4002,7344.0,1744.0,12112.0,7664.0,8896.0,1664.0,11872.0,1488.0,1584.0
4003,7264.0,1824.0,12192.0,7264.0,8080.0,1328.0,11952.0,1744.0,1584.0
4004,7344.0,1824.0,9072.0,7344.0,7584.0,1664.0,12032.0,1744.0,1408.0
4005,7424.0,1584.0,5200.0,7264.0,7344.0,1488.0,11696.0,1744.0,1744.0
4006,7264.0,1824.0,4464.0,7424.0,7264.0,1744.0,11952.0,1488.0,1408.0
4007,7088.0,1488.0,4288.0,8080.0,7088.0,1488.0,12272.0,1408.0,1904.0
4008,7264.0,1984.0,3792.0,7504.0,7584.0,1248.0,11952.0,1824.0,1488.0
4009,7168.0,1744.0,2736.0,7168.0,7840.0,1664.0,11776.0,1408.0,1488.0
4010,7264.0,1664.0,2480.0,7264.0,7264.0,1408.0,11952.0,1744.0,1744.0
4011,7264.0,1824.0,2816.0,7264.0,7168.0,2160.0,11872.0,1584.0,1824.0
4012,7264.0,1984.0,2560.0,7584.0,7264.0,1664.0,11696.0,1744.0,1824.0
4013,7424.0,1984.0,2480.0,7344.0,7504.0,1584.0,11616.0,1744.0,1248.0
4014,7088.0,1744.0,2736.0,7264.0,7504.0,1904.0,11616.0,1488.0,1488.0
4015,7344.0,1744.0,2640.0,9312.0,7088.0,1488.0,11616.0,1824.0,1408.0
4016,7504.0,1744.0,2640.0,8992.0,8576.0,1744.0,11696.0,1744.0,1408.0
4017,7504.0,1664.0,2816.0,8496.0,10144.0,1408.0,11616.0,1984.0,1408.0
4018,7424.0,1824.0,3312.0,7584.0,9568.0,1744.0,11616.0,1664.0,1168.0
4019,7264.0,1408.0,3712.0,7264.0,8736.0,1744.0,11616.0,1488.0,1664.0
4020,7344.0,2064.0,4368.0,7264.0,7664.0,1488.0,11696.0,1584.0,1408.0
4021,7344.0,1664.0,4368.0,7424.0,7264.0,1584.0,11696.0,1408.0,1664.0
4022,7344.0,1904.0,4368.0,7744.0,7168.0,1488.0,11696.0,1744.0,1744.0
4023,8080.0,2160.0,4704.0,8000.0,7264.0,1744.0,11616.0,1488.0,1664.0
4024,7424.0,1584.0,4544.0,7344.0,8080.0,1824.0,11616.0,1584.0,1824.0
4025,7168.0,1664.0,3632.0,7264.0,7584.0,1744.0,11616.0,1488.0,1488.0
4026,7264.0,1328.0,3392.0,7344.0,7168.0,1584.0,11776.0,1488.0,1744.0
4027,7344.0,1584.0,3312.0,7424.0,7168.0,1408.0,11776.0,1824.0,1584.0
4028,7504.0,1488.0,3312.0,7664.0,7168.0,1744.0,11952.0,1584.0,1584.0
4029,7344.0,1664.0,3312.0,7424.0,7584.0,1488.0,12192.0,1904.0,1488.0
4030,7584.0,1664.0,3216.0,8416.0,7168.0,1664.0,11952.0,1408.0,1248.0
4031,11616.0,1408.0,3136.0,10224.0,7584.0,1584.0,9888.0,1488.0,1584.0
4032,13600.0,1664.0,3216.0,9728.0,9968.0,1584.0,5616.0,1744.0,1328.0
4033,12944.0,1584.0,3792.0,8896.0,9728.0,1584.0,4464.0,1488.0,1584.0
4034,8576.0,2240.0,4784.0,7840.0,9152.0,1904.0,4208.0,1664.0,1824.0
4035,7424.0,1904.0,5120.0,7168.0,8080.0,1664.0,3792.0,1168.0,1328.0
4036,7344.0,1744.0,5616.0,7168.0,7504.0,1824.0,2896.0,1824.0,1664.0
4037,7344.0,1744.0,6848.0,7168.0,7344.0,1904.0,2480.0,1488.0,1488.0
4038,8496.0,1488.0,7744.0,7920.0,7424.0,1824.0,2640.0,1744.0,1664.0
4039,12608.0,1744.0,7664.0,7344.0,8000.0,1488.0,2320.0,1744.0,1488.0
4040,13840.0,1488.0,7664.0,7088.0,7920.0,1904.0,2400.0,1328.0,1488.0
4041,14000.0,1664.0,7344.0,7088.0,7344.0,1488.0,2640.0,1664.0,1664.0
4042,13920.0,1664.0,7168.0,7168.0,7264.0,1664.0,2400.0,1328.0,1408.0
4043,13840.0,1584.0,7088.0,7664.0,7168.0,1488.0,2480.0,1664.0,1664.0
4044,13920.0,1904.0,7664.0,7344.0,7424.0,1488.0,2560.0,1584.0,1328.0
4045,10224.0,1824.0,8320.0,7584.0,7344.0,1664.0,3136.0,1408.0,1904.0
4046,10720.0,1744.0,8080.0,10144.0,7264.0,1984.0,3472.0,1584.0,1904.0
4047,13344.0,1664.0,7344.0,10048.0,9312.0,1824.0,4048.0,1328.0,1488.0
4048,13920.0,1744.0,7088.0,9232.0,9808.0,1488.0,4208.0,1584.0,1584.0
4049,13840.0,1824.0,7088.0,8080.0,8992.0,1584.0,4288.0,1488.0,1248.0
4050,13920.0,1584.0,7264.0,7504.0,8240.0,1584.0,4464.0,1824.0,1824.0
4051,13840.0,1904.0,7504.0,7424.0,7840.0,1584.0,4704.0,1824.0,1328.0
4052,11616.0,1664.0,7168.0,7264.0,7744.0,1664.0,3712.0,1584.0,1488.0
4053,8416.0,1824.0,8320.0,8000.0,7424.0,1328.0,3552.0,1664.0,1664.0
4054,11696.0,2400.0,8576.0,7920.0,7168.0,1904.0,3472.0,1488.0,1408.0
4055,13520.0,3056.0,8416.0,7424.0,7344.0,1488.0,3392.0,1824.0,1664.0
4056,13920.0,3136.0,7504.0,7264.0,7088.0,1488.0,3392.0,1488.0,1664.0
4057,13840.0,1744.0,7088.0,7264.0,7344.0,1744.0,3312.0,1488.0,1744.0
4058,13840.0,1904.0,7168.0,7504.0,7264.0,1904.0,3216.0,1824.0,1824.0
4059,13424.0,1664.0,7008.0,7424.0,7264.0,1904.0,3312.0,1488.0,1584.0
4060,9152.0,1904.0,7344.0,7344.0,7584.0,1488.0,3472.0,1664.0,1584.0
4061,8656.0,1824.0,8160.0,9312.0,7424.0,1664.0,4464.0,1984.0,1248.0
4062,12608.0,1488.0,7424.0,10384.0,7840.0,1664.0,5120.0,3136.0,1584.0
4063,13840.0,1664.0,7168.0,9312.0,8416.0,1488.0,5360.0,4048.0,1488.0
4064,14096.0,1328.0,7264.0,8416.0,8240.0,1584.0,6688.0,3712.0,1664.0
4065,13920.0,1904.0,7264.0,7424.0,7424.0,1248.0,7584.0,3472.0,1584.0
4066,13920.0,1584.0,7584.0,7344.0,7264.0,1824.0,7584.0,4288.0,1408.0
4067,13024.0,1488.0,7168.0,7424.0,7344.0,1488.0,7664.0,4368.0,1664.0
4068,8992.0,1664.0,7744.0,7584.0,7344.0,1744.0,7504.0,4208.0,1824.0
4069,10048.0,1904.0,9152.0,8160.0,7168.0,1904.0,7264.0,6192.0,1744.0
4070,13264.0,1984.0,8656.0,7424.0,7920.0,1904.0,7168.0,7664.0,1408.0
4071,13920.0,1488.0,7840.0,7424.0,7504.0,1824.0,7264.0,7840.0,1488.0
4072,14096.0,1744.0,7344.0,7344.0,7168.0,1408.0,7584.0,5536.0,1584.0
4073,13920.0,1744.0,7264.0,7504.0,7088.0,1664.0,7920.0,3712.0,1408.0
4074,13840.0,1584.0,7264.0,7664.0,7088.0,1584.0,7264.0,3392.0,1584.0
4075,11776.0,1904.0,7344.0,7504.0,7504.0,1584.0,7088.0,3392.0,1328.0
4076,8320.0,1584.0,7584.0,8240.0,7168.0,1664.0,7088.0,4624.0,1664.0
4077,11616.0,1824.0,7264.0,10304.0,7664.0,1488.0,7264.0,7008.0,1488.0
4078,13520.0,1584.0,7088.0,9312.0,9472.0,1984.0,7664.0,10800.0,1488.0
4079,14000.0,1824.0,7264.0,8656.0,9072.0,1664.0,7264.0,11952.0,1664.0
4080,14000.0,1984.0,7264.0,7664.0,8000.0,2240.0,8000.0,12032.0,1248.0
4081,13920.0,1904.0,7504.0,7344.0,7584.0,1904.0,8896.0,12032.0,1744.0
4082,14000.0,1984.0,7424.0,7664.0,7264.0,1488.0,8576.0,12272.0,1408.0
4083,10384.0,1408.0,7088.0,7840.0,7344.0,1584.0,7664.0,11872.0,1744.0
4084,8816.0,1904.0,8992.0,8416.0,7264.0,1328.0,7424.0,11696.0,1824.0
4085,12528.0,1664.0,9312.0,7744.0,7920.0,1824.0,7264.0,11952.0,1584.0
4086,13920.0,1744.0,8896.0,7264.0,7744.0,1488.0,7264.0,11696.0,1664.0
4087,14096.0,1824.0,8000.0,7088.0,7344.0,1584.0,7168.0,11616.0,1328.0
4088,14176.0,1488.0,7344.0,7264.0,7088.0,1824.0,8000.0,11776.0,1744.0
4089,13920.0,1584.0,7264.0,7584.0,7088.0,1488.0,7344.0,11776.0,1328.0
4090,12608.0,1408.0,7168.0,7344.0,7264.0,1824.0,7264.0,11776.0,1744.0
4091,8576.0,1744.0,7664.0,7504.0,7264.0,1664.0,7168.0,12112.0,1584.0
4092,9888.0,1984.0,7920.0,9472.0,7168.0,2064.0,7264.0,12032.0,1664.0
4093,13344.0,1664.0,7264.0,9232.0,9152.0,1904.0,7424.0,10960.0,1984.0
4094,14000.0,1664.0,7088.0,8992.0,10384.0,1664.0,7264.0,6352.0,1488.0
4095,13840.0,1584.0,7088.0,8080.0,9472.0,1984.0,7424.0,4784.0,1584.0
4096,13920.0,1824.0,7168.0,7344.0,8896.0,1408.0,9232.0,4464.0,1488.0
4097,13920.0,1584.0,7344.0,7344.0,8416.0,1744.0,8896.0,4368.0,1584.0
4098,13520.0,1664.0,7088.0,7168.0,7664.0,1664.0,8000.0,4208.0,1584.0
4099,9392.0,1904.0,8240.0,7664.0,7424.0,1584.0,7504.0,4048.0,1408.0
4100,11536.0,1744.0,8896.0,7744.0,7504.0,1664.0,7168.0,4128.0,1744.0
